year_month,place,city,state,temperature,pressure,dew_point,humidity,wind_speed,gust,wind_chill,uv_index,feels_like_temperature,visibility,pollutant_value
1998-12,Batu Maung,Bayan Lepas,Pulau Pinang,26.72684458398744,1009.5696875,23.42072213500785,82.67924528301887,9.002044989775051,43.5,26.725521669341894,0.0,28.79874213836478,8.83179012345679,
1998-12,Kota Sentosa,Kuching,Sarawak,25.62670713201821,1006.1632930513595,23.406676783004553,88.4309559939302,5.6120401337792645,50.0,25.634146341463413,0.0,27.05918057663126,8.085889570552148,
1998-12,Sepang,Sepang,Kuala Lumpur,26.843648208469055,1007.5630479452055,24.20358306188925,86.35889070146818,7.511029411764706,,26.785588752196837,0.0,29.24469820554649,8.781299524564185,
1998-12,Tanjung Aru,Kota Kinabalu,Sabah,27.140522875816995,1007.8394779771614,24.143790849673202,84.18627450980392,7.269961977186312,,27.150413223140497,0.0,30.15359477124183,8.824281150159745,
1999-01,Batu Maung,Bayan Lepas,Pulau Pinang,27.16152716593245,1008.2886880466473,23.016152716593247,78.97063142437592,9.895985401459853,,27.176737160120847,0.0,29.433186490455213,8.892753623188407,
1999-01,Kota Sentosa,Kuching,Sarawak,25.683211678832116,1004.9125942028985,23.464233576642336,88.37372262773722,13.334437086092715,,25.676470588235293,0.0,27.14160583941606,8.23913043478261,
1999-01,Sepang,Sepang,Kuala Lumpur,26.74534161490683,1006.3590978593272,24.100931677018632,86.3027950310559,6.577123050259965,,26.724358974358974,0.0,29.088509316770185,8.815431164901664,
1999-01,Tanjung Aru,Kota Kinabalu,Sabah,26.870716510903428,1006.5870878274268,24.042056074766354,84.95794392523365,7.239051094890511,,26.85828025477707,0.0,29.590342679127726,8.702255639097745,
1999-02,Batu Maung,Bayan Lepas,Pulau Pinang,27.662691652470187,1010.3100854700855,23.045996592844975,76.91482112436115,13.211498973305956,42.333333333333336,27.658536585365855,0.0,30.243611584327088,8.820469798657719,
1999-02,Bintulu,Bintulu,Sarawak,,1010.4,,,6.0,,,,,9.0,
1999-02,Kota Sentosa,Kuching,Sarawak,25.996581196581197,1006.8639966273187,23.444444444444443,86.79145299145299,6.398351648351649,,26.015706806282722,0.0,27.518835616438356,8.495769881556683,
1999-02,Sepang,Sepang,Kuala Lumpur,27.40909090909091,1008.4456866197183,23.246503496503497,79.35726795096322,8.273743016759777,,27.40506329113924,0.0,29.81260945709282,8.86111111111111,
1999-02,Tanjung Aru,Kota Kinabalu,Sabah,26.78585086042065,1008.6442884250475,23.822179732313575,84.27915869980879,6.793911007025761,,26.80350194552529,0.0,29.347992351816444,8.849721706864564,
1999-03,Batu Maung,Bayan Lepas,Pulau Pinang,27.80786686838124,1007.1324242424242,24.05143721633888,80.68986384266263,8.32411067193676,42.0,27.794753086419753,0.0,31.101361573373676,8.845112781954887,
1999-03,Bintulu,Bintulu,Sarawak,25.0,1004.4,24.0,94.0,,,25.0,0.0,25.0,9.0,
1999-03,Kota Sentosa,Kuching,Sarawak,26.228310502283104,1004.2789312977098,23.59360730593607,86.47103658536585,5.587020648967552,,26.235384615384614,0.0,27.972560975609756,8.600303951367781,
1999-03,Sepang,Sepang,Kuala Lumpur,27.203732503888023,1005.2201226993865,24.149300155520994,84.43234836702955,7.416666666666667,,27.20873786407767,0.0,29.86936236391913,8.831818181818182,
1999-03,Tanjung Aru,Kota Kinabalu,Sabah,27.36019736842105,1006.3914426229509,24.31578947368421,83.93585526315789,6.844765342960288,,27.35323383084577,0.0,30.763157894736842,8.9232,
1999-04,Bandar Putra Kulai,Kulai,Johor,,,,,9.0,,,,,9.0,
1999-04,Batu Maung,Bayan Lepas,Pulau Pinang,27.588495575221238,1008.440878477306,24.153392330383483,82.27286135693215,7.948770491803279,42.666666666666664,27.576980568011958,0.0,30.762536873156343,8.757664233576643,
1999-04,Bintulu,Bintulu,Sarawak,24.0,1008.4,23.0,94.0,9.0,,24.0,,24.0,7.0,
1999-04,Kota Sentosa,Kuching,Sarawak,26.941176470588236,1005.382503770739,23.737556561085974,84.02714932126698,4.97427652733119,,26.948170731707318,0.0,29.193061840120663,8.699404761904763,
1999-04,Sepang,Sepang,Kuala Lumpur,28.292792792792792,1006.3243181818183,24.18918918918919,79.66216216216216,7.831423895253683,,28.338028169014084,0.0,31.8003003003003,8.907738095238095,
1999-04,Tanjung Aru,Kota Kinabalu,Sabah,28.13216560509554,1007.6122727272727,24.04140127388535,79.06847133757962,7.222984562607204,,28.14423076923077,0.0,31.86261980830671,8.827906976744186,
1999-05,Batu Maung,Bayan Lepas,Pulau Pinang,27.964338781575037,1008.7372017673048,24.448736998514114,81.86181277860327,7.991208791208791,,27.953030303030303,0.0,31.514157973174367,8.811678832116788,
1999-05,Kota Sentosa,Kuching,Sarawak,26.442451420029894,1006.0913737075332,23.659192825112108,85.83408071748879,4.7752442996742674,50.0,26.46525679758308,0.0,28.310911808669655,8.627019089574155,
1999-05,Sepang,Sepang,Kuala Lumpur,27.6697247706422,1006.8892036753446,24.003058103975537,81.43883792048929,7.366197183098592,,27.67632850241546,0.0,30.680428134556575,8.742469879518072,
1999-05,Tanjung Aru,Kota Kinabalu,Sabah,27.41860465116279,1008.2896026490065,24.25581395348837,83.39368770764119,7.684782608695652,,27.42929292929293,0.0,30.72046589018303,8.736672051696285,
1999-06,Batu Maung,Bayan Lepas,Pulau Pinang,27.940532081377153,1009.1228660436137,24.089201877934272,80.32863849765258,7.888111888111888,31.0,27.93053311793215,0.0,31.342723004694836,8.68421052631579,
1999-06,Bintulu,Bintulu,Sarawak,25.0,1010.4,23.0,89.0,7.0,,25.0,,26.0,9.0,
1999-06,Kota Sentosa,Kuching,Sarawak,26.904610492845787,1006.2377883096367,23.294117647058822,82.18471337579618,5.342281879194631,,26.89983844911147,0.0,28.987261146496817,8.732394366197184,
1999-06,Sepang,Sepang,Kuala Lumpur,27.925039872408295,1007.2998095238096,23.390749601275918,77.40988835725678,8.064,,27.921008403361345,0.0,30.881977671451356,8.525,
1999-06,Tanjung Aru,Kota Kinabalu,Sabah,28.208191126279864,1008.3959764309764,23.55631399317406,76.47952218430034,8.295825771324864,59.0,28.214532871972317,0.0,31.611965811965813,8.938741721854305,
1999-07,Batu Maung,Bayan Lepas,Pulau Pinang,27.338815789473685,1008.5359349593496,23.741776315789473,81.44243421052632,8.642512077294686,44.0,27.330564784053156,0.0,30.154605263157894,8.761674718196458,
1999-07,Bintulu,Bintulu,Sarawak,24.0,1007.4,24.0,100.0,4.0,,24.0,0.0,24.0,9.0,
1999-07,Kota Sentosa,Kuching,Sarawak,26.631818181818183,1005.7975494672755,22.713636363636365,80.98636363636363,5.782016348773842,,26.629402756508423,0.0,28.365151515151513,8.48103186646434,
1999-07,Sepang,Sepang,Kuala Lumpur,27.65830721003135,1006.9294357366771,23.078369905956112,77.1128526645768,8.37781954887218,,27.645528455284552,0.0,30.205329153605014,8.88597842835131,
1999-07,Tanjung Aru,Kota Kinabalu,Sabah,27.893617021276597,1007.8225980392156,23.386252045826513,76.98199672667758,9.436077057793344,,27.901315789473685,0.0,31.129296235679213,8.91747572815534,
1999-08,Batu Maung,Bayan Lepas,Pulau Pinang,26.976993865030675,1009.9261400894187,23.820552147239265,83.63343558282209,8.221729490022174,46.0,26.968847352024923,0.0,29.42484662576687,8.26962962962963,
1999-08,Bintulu,Bintulu,Sarawak,32.0,1007.4,23.0,59.0,6.0,,32.0,,37.0,9.0,
1999-08,Kota Sentosa,Kuching,Sarawak,26.548338368580062,1006.9182291666666,22.992447129909365,82.34743202416918,5.206235011990407,,26.546850998463903,0.0,28.33383685800604,7.846381093057607,
1999-08,Sepang,Sepang,Kuala Lumpur,27.167673716012086,1008.1300301659124,23.424471299093657,80.75340393343419,8.370642201834862,,27.16436251920123,0.0,29.64652567975831,8.522321428571429,
1999-08,Tanjung Aru,Kota Kinabalu,Sabah,27.565811965811967,1008.977820945946,23.576068376068378,79.4888888888889,9.347426470588236,,27.57659208261618,0.0,30.61025641025641,8.71,
1999-09,Batu Maung,Bayan Lepas,Pulau Pinang,26.956521739130434,1009.4812942989214,23.6972049689441,83.18788819875776,8.71395881006865,41.0,26.96692913385827,0.0,29.26086956521739,8.602150537634408,
1999-09,Kota Sentosa,Kuching,Sarawak,26.405864197530864,1006.3540803709427,23.061728395061728,83.32870370370371,5.171284634760705,,26.405864197530864,0.0,28.09722222222222,7.702743902439025,
1999-09,Sepang,Sepang,Kuala Lumpur,27.432300163132137,1007.5318446601942,23.29200652528548,79.19249592169658,8.626953125,,27.410169491525423,0.0,29.96411092985318,8.625806451612902,
1999-09,Tanjung Aru,Kota Kinabalu,Sabah,27.718213058419245,1008.4604974271011,23.850515463917525,80.01890034364261,8.906191369606004,41.0,27.72145328719723,0.0,31.07388316151203,8.640809443507589,
1999-10,Batu Maung,Bayan Lepas,Pulau Pinang,26.688333333333333,1009.3804958677686,23.915,85.35666666666667,8.802690582959642,48.2,26.694017094017095,0.0,28.95,8.723856209150327,
1999-10,Bintulu,Bintulu,Sarawak,30.0,1009.4,25.0,74.0,7.0,,30.0,,36.0,9.0,
1999-10,Kota Sentosa,Kuching,Sarawak,25.93728813559322,1006.2711260504201,23.325423728813558,86.54576271186441,5.551813471502591,,25.919520547945204,0.0,27.492359932088284,8.447058823529412,
1999-10,Sepang,Sepang,Kuala Lumpur,27.05034722222222,1007.3597418244407,23.821180555555557,83.22222222222223,7.754128440366973,,27.0375,0.0,29.541666666666668,8.841567291311755,
1999-10,Tanjung Aru,Kota Kinabalu,Sabah,27.41444866920152,1008.152784090909,24.192015209125476,83.18060836501901,8.134453781512605,,27.414258188824665,0.0,30.61026615969582,8.763500931098697,
1999-11,Batu Maung,Bayan Lepas,Pulau Pinang,27.02492211838006,1009.2244961240311,23.694704049844237,82.66043613707166,9.222453222453222,39.333333333333336,27.011513157894736,0.0,29.47507788161994,8.848159509202453,
1999-11,Kota Sentosa,Kuching,Sarawak,26.20436817472699,1005.9474652241113,23.37597503900156,85.625,5.212765957446808,,26.202511773940344,0.0,27.8734375,8.424336973478939,
1999-11,Sepang,Sepang,Kuala Lumpur,26.957142857142856,1007.2531825273012,23.97301587301587,84.4181240063593,7.5432937181663835,,26.9460370994941,0.0,29.470588235294116,8.756589147286821,
1999-11,Tanjung Aru,Kota Kinabalu,Sabah,27.464223385689355,1008.0617770034843,23.670157068062828,80.30541012216405,8.49809885931559,59.0,27.469964664310954,0.0,30.584642233856894,8.845890410958905,
1999-12,Bandar Putra Kulai,Kulai,Johor,27.529411764705884,1003.6705555555556,23.705882352941178,80.76470588235294,10.25,,27.529411764705884,0.0,30.0,8.444444444444445,
1999-12,Batu Maung,Bayan Lepas,Pulau Pinang,26.982142857142858,1009.1042857142857,23.535714285714285,81.43636363636364,12.291666666666666,,26.962962962962962,0.0,29.303571428571427,8.793103448275861,
1999-12,Kota Sentosa,Kuching,Sarawak,25.677419354838708,1005.3777777777777,23.5,88.33870967741936,5.216216216216216,,25.62295081967213,0.0,27.258064516129032,8.344262295081966,
1999-12,Petaling,Shah Alam,Selangor,27.1875,1005.9606249999999,23.9375,83.5,8.61111111111111,,27.1875,0.0,29.5625,7.526315789473684,
1999-12,Sepang,Sepang,Kuala Lumpur,27.0,1007.2254838709678,24.177419354838708,85.30645161290323,7.666666666666667,,27.0,0.0,29.56451612903226,8.75,
1999-12,Tanjung Aru,Kota Kinabalu,Sabah,27.566666666666666,1007.4353225806451,24.459016393442624,83.68333333333334,8.0,,27.566666666666666,0.0,31.116666666666667,8.952380952380953,
2000-01,Bandar Putra Kulai,Kulai,Johor,25.53846153846154,1004.9115384615385,22.846153846153847,86.07692307692308,11.545454545454545,,25.53846153846154,0.0,27.076923076923077,9.0,
2000-01,Batu Maung,Bayan Lepas,Pulau Pinang,26.642857142857142,1009.7733333333333,22.0,76.57142857142857,9.818181818181818,,26.46153846153846,0.0,28.214285714285715,9.0,
2000-01,Kota Sentosa,Kuching,Sarawak,25.733333333333334,1006.2386666666666,23.666666666666668,89.13333333333334,6.4,,25.428571428571427,0.0,27.133333333333333,8.333333333333334,
2000-01,Petaling,Shah Alam,Selangor,26.818181818181817,1007.2218181818182,22.272727272727273,78.0,6.222222222222222,,26.818181818181817,0.0,28.181818181818183,8.916666666666666,
2000-01,Sepang,Sepang,Kuala Lumpur,26.285714285714285,1007.8228571428572,22.428571428571427,80.42857142857143,8.133333333333333,,26.285714285714285,0.0,27.714285714285715,8.933333333333334,
2000-01,Tanjung Aru,Kota Kinabalu,Sabah,26.916666666666668,1007.4958333333333,23.5,82.25,10.5,,26.916666666666668,0.0,29.666666666666668,9.0,
2000-02,Bandar Putra Kulai,Kulai,Johor,25.285714285714285,1004.0785714285714,22.285714285714285,84.85714285714286,5.6,,25.285714285714285,0.0,26.714285714285715,9.0,
2000-02,Batu Maung,Bayan Lepas,Pulau Pinang,27.6,1008.8399999999999,23.0,77.0,8.8,,27.6,0.0,30.4,8.8,
2000-02,Kota Sentosa,Kuching,Sarawak,26.2,1005.374,23.4,85.2,5.25,,26.2,0.0,28.2,8.6,
2000-02,Petaling,Shah Alam,Selangor,27.0,1006.0571428571428,22.5,78.66666666666667,5.8,,27.0,0.0,28.5,8.428571428571429,
2000-02,Sepang,Sepang,Kuala Lumpur,29.0,1006.7175,23.333333333333332,72.66666666666667,6.75,,29.0,0.0,32.333333333333336,8.75,
2000-02,Tanjung Aru,Kota Kinabalu,Sabah,28.5,1006.665,25.0,82.0,7.5,,28.5,0.0,33.0,9.0,
2000-04,Bandar Putra Kulai,Kulai,Johor,26.346938775510203,1004.1010204081633,23.877551020408163,87.48979591836735,7.571428571428571,,26.346938775510203,0.0,28.306122448979593,8.784313725490197,
2000-04,Batu Maung,Bayan Lepas,Pulau Pinang,27.98170731707317,1008.1555763239876,24.317073170731707,81.13893129770992,8.571698113207548,39.5,27.973684210526315,0.0,31.45496183206107,8.84370477568741,
2000-04,Kota Sentosa,Kuching,Sarawak,26.230543318649044,1005.529499263623,23.389705882352942,85.64264705882353,5.79108635097493,48.0,26.24519940915805,0.0,27.976470588235294,8.518248175182482,
2000-04,Petaling,Shah Alam,Selangor,28.576923076923077,1005.2369230769231,23.846153846153847,77.0576923076923,8.543478260869565,,28.576923076923077,0.0,31.865384615384617,8.75,
2000-04,Sepang,Sepang,Kuala Lumpur,28.007645259938837,1006.0758401305056,24.114854517611025,80.32465543644717,8.023510971786834,,28.003081664098612,0.0,31.448698315467077,8.886397608370702,
2000-04,Tanjung Aru,Kota Kinabalu,Sabah,27.422556390977444,1007.7596136701337,24.177443609022557,83.01353383458647,7.827225130890052,52.0,27.41131498470948,0.0,30.771084337349397,8.865693430656934,
2000-05,Bandar Putra Kulai,Kulai,Johor,24.0,1002.23,22.0,89.0,9.0,,24.0,0.0,24.0,9.0,
2000-05,Batu Maung,Bayan Lepas,Pulau Pinang,27.142857142857142,1009.4861538461538,24.285714285714285,85.21428571428571,7.076923076923077,,27.142857142857142,0.0,29.857142857142858,8.9375,
2000-05,Kota Sentosa,Kuching,Sarawak,25.22222222222222,1005.7733333333332,22.88888888888889,88.55555555555556,7.0,,25.22222222222222,0.0,26.444444444444443,9.0,
2000-05,Petaling,Shah Alam,Selangor,24.5,1006.77,24.0,97.0,,,24.5,0.0,24.5,7.5,
2000-05,Sepang,Sepang,Kuala Lumpur,28.916666666666668,1006.6289361702127,24.020833333333332,75.4375,8.358490566037736,,28.916666666666668,0.0,32.979166666666664,8.648148148148149,
2000-05,Tanjung Aru,Kota Kinabalu,Sabah,27.25,1007.66125,23.375,80.25,10.0,,27.25,0.0,30.0,9.0,
2000-06,Bandar Putra Kulai,Kulai,Johor,26.615960099750623,1004.4024257425743,23.788029925187033,85.45885286783043,7.168421052631579,,26.618090452261306,0.0,28.773067331670823,8.987804878048781,
2000-06,Bandar Victoria,Labuan,Labuan,31.0,1001.43,24.0,66.0,13.0,,31.0,,36.0,9.0,
2000-06,Batu Maung,Bayan Lepas,Pulau Pinang,27.586046511627906,1008.8355762514552,23.841676367869617,80.7867132867133,8.126315789473685,42.77777777777778,27.597156398104264,0.0,30.525029103608848,8.665906499429875,
2000-06,Bintulu,Bintulu,Sarawak,30.0,1004.4,24.0,70.0,17.0,,30.0,,35.0,9.0,
2000-06,Kampung Paya Mempelam,Langkawi,Kedah,29.0,1008.04,25.0,79.0,6.0,,29.0,0.0,34.0,9.0,
2000-06,Kota Sentosa,Kuching,Sarawak,26.683720930232557,1006.0921205098493,23.355064027939463,83.15017462165308,7.974124809741248,,26.691314553990612,0.0,28.649592549476136,8.785467128027681,
2000-06,Kudat,Kudat,Sabah,30.0,1003.64,25.0,74.0,13.0,31.0,30.0,,36.0,9.0,
2000-06,Petaling,Shah Alam,Selangor,28.01187648456057,1006.097570754717,23.494061757719717,77.47380952380952,8.879828326180258,,28.031175059952037,0.0,30.98812351543943,8.725581395348836,
2000-06,Sabu,Sri Aman,Sarawak,33.0,1003.69,24.0,59.0,7.0,,33.0,,39.0,9.0,
2000-06,Sandakan,Sandakan,Sabah,26.0,1002.45,25.0,94.0,,,26.0,,28.0,7.0,
2000-06,Sepang,Sepang,Kuala Lumpur,27.50875145857643,1006.7514369158878,23.766627771295216,80.79229871645275,8.530637254901961,,27.498817966903072,0.0,30.430571761960326,8.808705612829325,
2000-06,Sibu Jaya,Sibu,Sarawak,32.0,1004.05,23.0,59.0,17.0,,32.0,,37.0,9.0,
2000-06,Taman Desa Mutiara,Kota Setar,Kedah,26.0,1008.4,25.0,94.0,,,26.0,0.0,28.0,9.0,
2000-06,Tanjung Aru,Kota Kinabalu,Sabah,27.487775061124694,1008.4409951456311,23.5440097799511,79.6919315403423,8.693042291950887,,27.500622665006226,0.0,30.37576499388005,8.760765550239235,
2000-06,Tawau,Tawau,Sabah,29.0,1002.62,25.0,79.0,22.0,,29.0,,34.0,9.0,
2000-07,Bandar Putra Kulai,Kulai,Johor,26.754746835443036,1003.6541455696204,23.73892405063291,84.63333333333334,8.420195439739414,,26.732057416267942,0.0,29.057142857142857,8.794025157232705,
2000-07,Batu Maung,Bayan Lepas,Pulau Pinang,27.513553113553115,1007.9604096561814,23.776064610866374,80.81337252020573,8.597533632286995,39.0,27.5125,0.0,30.364437913299046,7.563359884141926,
2000-07,Bintulu,Bintulu,Sarawak,26.5,1007.4,25.0,91.5,7.0,,26.5,0.0,29.5,9.0,
2000-07,Durian Tunggal,Alor Gajah,Melaka,25.5,1008.43,24.0,91.5,4.0,,25.666666666666668,0.0,26.5,9.0,
2000-07,Jalan Airport,Miri,Sarawak,25.0,1006.49,25.0,100.0,,,25.0,0.0,25.0,9.0,
2000-07,Kampung Paya Mempelam,Langkawi,Kedah,27.4,1008.04,24.6,85.0,6.6,,27.4,0.0,30.6,8.8,
2000-07,Kota Sentosa,Kuching,Sarawak,27.049446494464945,1005.0205588235294,23.193357933579335,80.88191881918819,8.429517502365185,,27.054315476190474,0.0,29.25018450184502,8.841490138787437,
2000-07,Kuala Nerus,Kuala Terengganu,Terengganu,28.2,1007.0799999999999,24.6,81.4,7.5,,28.2,0.0,33.2,9.0,
2000-07,Kuantan,Kuantan,Pahang,24.8,1007.25,24.6,98.8,9.0,,24.8,0.0,25.2,7.6,
2000-07,Mersing,Mersing,Johor,24.0,1005.73,23.125,94.75,8.75,,24.0,0.0,24.25,9.0,
2000-07,Petaling,Shah Alam,Selangor,28.20991253644315,1005.3175761973874,22.775510204081634,73.87026239067055,9.56043956043956,,28.20411160058737,0.0,30.775510204081634,8.578034682080926,
2000-07,Sabak,Kota Bharu,Kelantan,27.75,1007.65,24.5,83.0,6.5,,27.75,0.0,31.25,9.0,
2000-07,Sandakan,Sandakan,Sabah,26.0,1008.4433333333333,24.0,89.0,6.0,,26.0,0.0,27.666666666666668,9.0,
2000-07,Sepang,Sepang,Kuala Lumpur,27.963636363636365,1006.0016800584368,23.20393299344501,76.3073561544064,9.051240992794236,,27.970674486803517,0.0,30.827385287691186,8.746570397111913,
2000-07,Sibu Jaya,Sibu,Sarawak,25.5,1008.3733333333333,24.5,94.5,9.5,,25.5,0.0,27.5,9.0,
2000-07,Sungai Puyu,Seberang Perai,Pulau Pinang,25.5,1008.64,24.5,94.0,4.0,,25.5,0.0,26.5,1.0,
2000-07,Taman Desa Mutiara,Kota Setar,Kedah,31.0,1010.4,25.0,70.0,6.0,,31.0,,37.0,9.0,
2000-07,Taman Raja Ekram,Ipoh,Perak,26.0,1005.1076923076923,23.846153846153847,88.3076923076923,4.0,,26.0,0.0,27.615384615384617,8.307692307692308,
2000-07,Tanjung Aru,Kota Kinabalu,Sabah,28.387537993920972,1007.2710486322188,23.853343465045594,76.9224924012158,9.693298969072165,,28.37663335895465,0.0,32.2173579109063,8.946415094339622,
2000-08,Bandar Putra Kulai,Kulai,Johor,25.56422018348624,1004.6462037037038,23.288990825688074,88.06880733944953,8.44954128440367,,25.583333333333332,0.0,26.922018348623855,8.9,
2000-08,Batu Maung,Bayan Lepas,Pulau Pinang,27.14949494949495,1009.0570040485829,23.563636363636363,81.45252525252525,8.890710382513662,63.0,27.146938775510204,0.0,29.64848484848485,8.889558232931726,
2000-08,Kampung Paya Mempelam,Langkawi,Kedah,26.0,1008.242,23.8,88.4,12.0,,26.0,0.0,27.8,8.4,
2000-08,Kota Sentosa,Kuching,Sarawak,25.78498985801217,1006.0662955465586,23.170731707317074,86.3002028397566,8.285340314136125,,25.76954732510288,0.0,27.170385395537526,8.616935483870968,
