year_month,place,city,state,temperature,pressure,dew_point,humidity,wind_speed,gust,wind_chill,uv_index,feels_like_temperature,visibility,pollutant_value
2011-11,Sabak,Kota Bharu,Kelantan,26.359300476947535,1008.1265500794913,23.98887122416534,87.27186009538951,10.15028901734104,41.0,26.359300476947535,0.0,28.712241653418126,8.0448,
2011-11,Sabu,Sri Aman,Sarawak,26.474006116207953,1006.7481039755352,24.414373088685014,89.28899082568807,4.353518821603928,41.5,26.474006116207953,0.0,29.247311827956988,8.891437308868502,
2011-11,Samarahan,Kota Samarahan,Sarawak,,,,,,,,,,,34.74418604651163
2011-11,Sandakan,Sandakan,Sabah,26.99690880989181,1006.6144513137559,24.547140649149924,86.94126738794436,6.892332789559544,41.0,26.99690880989181,0.0,29.927357032457497,8.6015503875969,
2011-11,Seberang Jaya,Seberang Perai,Pulau Pinang,,,,,,,,,,,41.16470588235294
2011-11,Sepang,Sepang,Kuala Lumpur,26.723729993041058,1006.3521085594989,24.76687543493389,89.48295059151009,7.403770620581304,29.5,26.723729993041058,0.0,29.55695317959469,8.665738161559888,
2011-11,Seri Manjung,Manjung,Perak,,,,,,,,,,,25.822222222222223
2011-11,Sibu,Sibu,Sarawak,,,,,,,,,,,30.433333333333334
2011-11,Sibu Jaya,Sibu,Sarawak,26.695121951219512,1007.1821951219513,23.90548780487805,85.66615853658537,6.322274881516588,45.5,26.695121951219512,0.0,29.015267175572518,8.922018348623853,
2011-11,Sri Aman,Sri Aman,Sarawak,,,,,,,,,,,33.31645569620253
2011-11,Sungai Puyu,Seberang Perai,Pulau Pinang,27.45700636942675,1007.9887261146497,24.31687898089172,83.6640127388535,7.395695364238411,42.333333333333336,27.45700636942675,0.0,30.501592356687897,8.06709265175719,
2011-11,Taman Bakti,Bandaraya Melaka,Melaka,,,,,,,,,,,30.644444444444446
2011-11,Taman Bukit Rambai,Bandaraya Melaka,Melaka,,,,,,,,,,,53.98888888888889
2011-11,Taman Desa Mutiara,Kota Setar,Kedah,27.371019108280255,1008.0099363057325,23.85987261146497,82.02866242038216,7.021416803953872,33.666666666666664,27.371019108280255,0.0,30.06687898089172,8.891547049441787,
2011-11,Taman Embun,Kangar,Perlis,,,,,,,,,,,33.63636363636363
2011-11,Taman Mawar,Pasir Gudang,Johor,,,,,,,,,,,42.611111111111114
2011-11,Taman Nilam,Sungai Petani,Kedah,,,,,,,,,,,36.29545454545455
2011-11,Taman Raja Ekram,Ipoh,Perak,26.449760765550238,1004.3036682615631,24.057416267942585,87.43540669856459,5.760489510489511,41.5,26.449760765550238,0.0,28.60287081339713,8.786283891547049,
2011-11,Taman Semarak,Nilai,Negeri Sembilan,,,,,,,,,,,44.888888888888886
2011-11,Taman Sungai Abong,Muar,Johor,,,,,,,,,,,39.522222222222226
2011-11,Taman TTDI Jaya,Shah Alam,Selangor,,,,,,,,,,,40.383720930232556
2011-11,Tanah Merah,Tanah Merah,Kelantan,,,,,,,,,,,49.51685393258427
2011-11,Tanjong Malim,Tanjong Malim,Perak,,,,,,,,,,,22.674698795180724
2011-11,Tanjung Aru,Kota Kinabalu,Sabah,27.890048712595686,1006.811782729805,24.10577592205985,80.32567849686848,7.587535014005602,50.666666666666664,27.887108013937283,0.0,31.602105263157895,8.781271837875611,
2011-11,Tasek Ipoh,Ipoh,Perak,,,,,,,,,,,32.592592592592595
2011-11,Tawau,Tawau,Sabah,26.99390243902439,1005.6476981707317,23.98018292682927,84.14939024390245,5.868421052631579,,26.99390243902439,0.0,29.920731707317074,8.990853658536585,41.34090909090909
2011-12,Ampangan,Seremban,Negeri Sembilan,,,,,,,,,,,33.83516483516483
2011-12,Balok Baru Kuantan,Kuantan,Pahang,,,,,,,,,,,45.362637362637365
2011-12,Bandar Baru Kuala Selangor,Kuala Selangor,Selangor,,,,,,,,,,,38.59139784946237
2011-12,Bandar Indera Mahkota,Kuantan,Pahang,,,,,,,,,,,36.45054945054945
2011-12,Bandar Penawar,Kota Tinggi,Johor,,,,,,,,,,,38.18181818181818
2011-12,Bandar Putra Kulai,Kulai,Johor,26.146505376344088,1003.9122311827958,24.18010752688172,89.45295698924731,7.084084084084084,31.0,26.146505376344088,0.0,28.162634408602152,8.668010752688172,
2011-12,Bandar Victoria,Labuan,Labuan,27.575757575757574,1004.0271666666665,24.784848484848485,85.18787878787879,7.730902777777778,36.0,27.575757575757574,0.0,31.286363636363635,8.76595744680851,
2011-12,Batu 3,Sandakan,Sabah,,,,,,,,,,,31.681318681318682
2011-12,Batu Maung,Bayan Lepas,Pulau Pinang,27.51045178691841,1008.3368264686023,23.600809170600137,79.72757923128793,9.658705701078583,35.666666666666664,27.51045178691841,0.0,30.381658799730275,8.799059139784946,
2011-12,Batu Muda,Kuala Lumpur,Kuala Lumpur,,,,,,,,,,,34.13186813186813
2011-12,Bintulu,Bintulu,Sarawak,26.521148036253777,1007.1586555891239,24.200906344410875,87.66314199395771,6.559748427672956,46.0,26.521148036253777,0.0,28.91842900302115,8.788519637462235,37.795698924731184
2011-12,Bukit Changgang,Banting,Selangor,,,,,,,,,,,43.494505494505496
2011-12,Bukit Minyak,Bukit Mertajam,Pulau Pinang,,,,,,,,,,,35.97849462365591
2011-12,Cheras,Kuala Lumpur,Kuala Lumpur,,,,,,,,,,,47.44086021505376
2011-12,Durian Tunggal,Alor Gajah,Melaka,26.415714285714287,1008.0829285714285,23.844285714285714,86.29142857142857,7.803779069767442,38.90909090909091,26.415714285714287,0.0,28.53142857142857,8.837142857142856,
2011-12,Gelugor,Timur Laut,Pulau Pinang,,,,,,,,,,,24.329113924050635
2011-12,Jalan Airport,Miri,Sarawak,26.9595015576324,1005.0467289719626,24.514018691588785,87.08255451713396,8.434850863422293,43.0,26.9595015576324,0.0,29.742990654205606,8.856474258970358,
2011-12,Jalan Sentral,Sarikei,Sarawak,,,,,,,,,,,39.168539325842694
2011-12,Jerantut,Jerantut,Pahang,,,,,,,,,,,28.8
2011-12,Kampung Batin,Alor Setar,Kedah,,,,,,,,,,,28.627906976744185
2011-12,Kampung Datok Onn Larkin,Larkin,Johor,,,,,,,,,,,34.30681818181818
2011-12,Kampung Pak Dollah,Taiping,Perak,,,,,,,,,,,31.40740740740741
2011-12,Kampung Pantai,Labuan,Labuan,,,,,,,,,,,34.92307692307692
2011-12,Kampung Paya Mempelam,Langkawi,Kedah,28.158640226628894,1008.0122096317281,23.502832861189802,76.12322946175638,10.180397727272727,35.5,28.158640226628894,0.0,31.518413597733712,8.978753541076488,
2011-12,Kampung Redang,Kota Bharu,Kelantan,,,,,,,,,,,37.24444444444445
2011-12,Kampung Ria,Keningau,Sabah,,,,,,,,,,,28.454545454545453
2011-12,Kampung Sungai Kayu Ara,Petaling Jaya,Selangor,,,,,,,,,,,42.54545454545455
2011-12,Kampung Tok Kaya,Kuala Terengganu,Terengganu,,,,,,,,,,,46.48351648351648
2011-12,Kapit,Kapit,Sarawak,,,,,,,,,,,30.74418604651163
2011-12,Kemaman,Kemaman,Terengganu,,,,,,,,,,,46.157303370786515
2011-12,Kota Sentosa,Kuching,Sarawak,26.196908602150536,1005.1612029569892,24.09543010752688,88.95833333333333,6.8649584487534625,33.5,26.196908602150536,0.0,28.094758064516128,7.861244019138756,
2011-12,Kuah,Langkawi,Kedah,,,,,,,,,,,33.61290322580645
2011-12,Kuala Nerus,Kuala Terengganu,Terengganu,27.03,1009.1714285714286,23.92,83.50428571428571,11.656609195402298,41.142857142857146,27.03,0.0,29.802857142857142,8.728958630527817,
2011-12,Kuantan,Kuantan,Pahang,25.322443181818183,1007.3231818181819,23.73721590909091,91.38494318181819,8.170914542728635,35.0,25.321479374110954,0.0,26.64346590909091,6.997150997150997,
2011-12,Kuching,Kuching,Sarawak,,,,,,,,,,,34.04347826086956
2011-12,Kudat,Kudat,Sabah,26.930124223602483,1007.7145341614907,24.270186335403725,85.9472049689441,8.56055900621118,40.75,26.930124223602483,0.0,29.768633540372672,8.936825885978429,
2011-12,Limbang,Limbang,Sarawak,,,,,,,,,,,24.172043010752688
2011-12,Mersing,Mersing,Johor,26.020114942528735,,23.637931034482758,87.14080459770115,13.897546897546897,44.4375,26.020114942528735,0.0,27.850574712643677,8.258941344778254,
2011-12,Paka,Dungun,Terengganu,,,,,,,,,,,31.612903225806452
2011-12,Pegoh Ipoh,Ipoh,Perak,,,,,,,,,,,40.89247311827957
2011-12,Pekan Sitiawan,Sitiawan,Perak,26.760806916426514,1007.775734870317,24.077809798270895,86.06195965417868,5.049469964664311,29.5,26.760806916426514,0.0,29.038904899135446,8.646974063400576,
2011-12,Pelabuhan Klang,Klang,Selangor,,,,,,,,,,,48.03260869565217
2011-12,Permyjaya,Miri,Sarawak,,,,,,,,,,,17.377777777777776
2011-12,Petaling,Shah Alam,Selangor,27.821380243572396,1005.600325203252,24.73207036535859,84.20568335588634,5.990595611285267,37.0,27.821380243572396,0.0,31.378048780487806,7.874831763122477,
2011-12,Piasau,Miri,Sarawak,,,,,,,,,,,30.065217391304348
2011-12,Port Dickson,Port Dickson,Negeri Sembilan,,,,,,,,,,,43.215053763440864
2011-12,Presint 18,Putrajaya,Putrajaya,,,,,,,,,,,31.08888888888889
2011-12,Putatan,Kota Kinabalu,Sabah,,,,,,,,,,,34.31818181818182
2011-12,Sabak,Kota Bharu,Kelantan,26.229671897289585,1009.1446504992867,23.43651925820257,85.00713266761768,12.761146496815286,47.0,26.229671897289585,0.0,28.273894436519257,8.185344827586206,
2011-12,Sabu,Sri Aman,Sarawak,26.503030303030304,1006.600909090909,24.568181818181817,89.91969696969697,4.431208053691275,31.0,26.503030303030304,0.0,29.12443095599393,8.853030303030303,
2011-12,Samarahan,Kota Samarahan,Sarawak,,,,,,,,,,,40.252747252747255
2011-12,Sandakan,Sandakan,Sabah,26.935143288084465,1006.303197586727,24.595776772247362,87.58069381598793,7.6288,30.0,26.935143288084465,0.0,29.74660633484163,8.405775075987842,
2011-12,Seberang Jaya,Seberang Perai,Pulau Pinang,,,,,,,,,,,41.39784946236559
2011-12,Sepang,Sepang,Kuala Lumpur,26.793010752688172,1006.700060483871,23.891801075268816,84.77016129032258,8.538634658664666,39.0,26.793010752688172,0.0,29.186827956989248,8.686155913978494,
2011-12,Seri Manjung,Manjung,Perak,,,,,,,,,,,31.98901098901099
2011-12,Sibu,Sibu,Sarawak,,,,,,,,,,,28.56989247311828
2011-12,Sibu Jaya,Sibu,Sarawak,26.419696969696968,1007.0890151515151,24.003030303030304,87.32272727272728,5.790551181102362,52.0,26.419696969696968,0.0,28.586363636363636,8.838905775075988,
2011-12,Sri Aman,Sri Aman,Sarawak,,,,,,,,,,,25.05128205128205
2011-12,Sungai Puyu,Seberang Perai,Pulau Pinang,27.62142857142857,1008.29,23.537142857142857,79.1,8.427067669172933,31.0,27.631805157593124,0.0,30.465714285714284,8.588571428571429,
2011-12,Taman Bakti,Bandaraya Melaka,Melaka,,,,,,,,,,,34.391304347826086
2011-12,Taman Bukit Rambai,Bandaraya Melaka,Melaka,,,,,,,,,,,55.27173913043478
2011-12,Taman Desa Mutiara,Kota Setar,Kedah,27.31,1008.5257428571429,22.78857142857143,77.15428571428572,7.611030478955008,33.5,27.31,0.0,29.532857142857143,8.925714285714285,
2011-12,Taman Embun,Kangar,Perlis,,,,,,,,,,,34.86363636363637
2011-12,Taman Mawar,Pasir Gudang,Johor,,,,,,,,,,,36.75268817204301
2011-12,Taman Nilam,Sungai Petani,Kedah,,,,,,,,,,,34.04347826086956
2011-12,Taman Raja Ekram,Ipoh,Perak,26.638571428571428,1004.5510714285714,23.494285714285713,83.74714285714286,6.331730769230769,35.666666666666664,26.638571428571428,0.0,28.65714285714286,8.852857142857143,
2011-12,Taman Semarak,Nilai,Negeri Sembilan,,,,,,,,,,,43.9
2011-12,Taman Sungai Abong,Muar,Johor,,,,,,,,,,,39.344086021505376
2011-12,Taman TTDI Jaya,Shah Alam,Selangor,,,,,,,,,,,45.68181818181818
2011-12,Tanah Merah,Tanah Merah,Kelantan,,,,,,,,,,,50.87096774193548
2011-12,Tanjong Malim,Tanjong Malim,Perak,,,,,,,,,,,25.64516129032258
2011-12,Tanjung Aru,Kota Kinabalu,Sabah,27.321236559139784,1006.7064650537634,23.961693548387096,82.32728494623656,7.655382532159783,30.0,27.321236559139784,0.0,30.534680134680134,8.887096774193548,
2011-12,Tasek Ipoh,Ipoh,Perak,,,,,,,,,,,38.13978494623656
2011-12,Tawau,Tawau,Sabah,27.042360060514373,1005.2972163388804,24.107413010590015,84.47201210287443,6.266886326194399,28.0,27.042360060514373,0.0,30.17700453857791,8.947049924357035,38.065934065934066
2012-01,Ampangan,Seremban,Negeri Sembilan,,,,,,,,,,,33.43333333333333
2012-01,Balok Baru Kuantan,Kuantan,Pahang,,,,,,,,,,,42.380434782608695
2012-01,Bandar Baru Kuala Selangor,Kuala Selangor,Selangor,,,,,,,,,,,37.55172413793103
2012-01,Bandar Indera Mahkota,Kuantan,Pahang,,,,,,,,,,,31.988372093023255
2012-01,Bandar Penawar,Kota Tinggi,Johor,,,,,,,,,,,41.258426966292134
2012-01,Bandar Putra Kulai,Kulai,Johor,26.38492597577389,1004.2346164199193,23.5114401076716,85.18304172274563,7.891135303265941,43.5,26.38492597577389,0.0,28.39300134589502,8.677069199457259,
2012-01,Bandar Victoria,Labuan,Labuan,27.802228412256266,1004.488983286908,24.675487465181057,83.55849582172702,9.428781204111601,,27.802228412256266,0.0,31.67966573816156,8.892307692307693,
2012-01,Batu 3,Sandakan,Sabah,,,,,,,,,,,29.59036144578313
2012-01,Batu Maung,Bayan Lepas,Pulau Pinang,27.908417508417507,1008.7329919137467,23.42760942760943,77.30572390572391,10.130546075085324,,27.908417508417507,0.0,30.96902356902357,8.847343644922663,
2012-01,Batu Muda,Kuala Lumpur,Kuala Lumpur,,,,,,,,,,,35.34782608695652
2012-01,Bintulu,Bintulu,Sarawak,26.367036011080334,1007.3946537396121,24.08448753462604,87.92797783933518,6.022988505747127,35.0,26.367036011080334,0.0,28.68005540166205,8.758668515950069,35.858695652173914
2012-01,Bukit Changgang,Banting,Selangor,,,,,,,,,,,45.0
2012-01,Bukit Minyak,Bukit Mertajam,Pulau Pinang,,,,,,,,,,,40.964285714285715
2012-01,Cheras,Kuala Lumpur,Kuala Lumpur,,,,,,,,,,,47.54347826086956
2012-01,Durian Tunggal,Alor Gajah,Melaka,27.058139534883722,1008.3094040697674,23.53343023255814,81.84156976744185,8.330849478390462,35.125,27.058139534883722,0.0,29.611918604651162,8.867732558139535,
2012-01,Gelugor,Timur Laut,Pulau Pinang,,,,,,,,,,,24.640449438202246
2012-01,Jalan Airport,Miri,Sarawak,26.57202216066482,1005.3833656509696,24.257617728531855,87.76592797783934,7.973314606741573,,26.57202216066482,0.0,28.990304709141274,8.839112343966713,
2012-01,Jalan Sentral,Sarikei,Sarawak,,,,,,,,,,,38.27173913043478
2012-01,Jerantut,Jerantut,Pahang,,,,,,,,,,,22.72151898734177
2012-01,Kampung Batin,Alor Setar,Kedah,,,,,,,,,,,24.92222222222222
2012-01,Kampung Datok Onn Larkin,Larkin,Johor,,,,,,,,,,,36.9010989010989
2012-01,Kampung Pak Dollah,Taiping,Perak,,,,,,,,,,,32.15714285714286
2012-01,Kampung Pantai,Labuan,Labuan,,,,,,,,,,,36.94565217391305
2012-01,Kampung Paya Mempelam,Langkawi,Kedah,27.73495702005731,1008.2956876790831,23.636103151862464,78.86676217765043,8.437229437229437,,27.73495702005731,0.0,30.88538681948424,8.97134670487106,
2012-01,Kampung Redang,Kota Bharu,Kelantan,,,,,,,,,,,38.729166666666664
2012-01,Kampung Ria,Keningau,Sabah,,,,,,,,,,,27.49425287356322
2012-01,Kampung Sungai Kayu Ara,Petaling Jaya,Selangor,,,,,,,,,,,39.883720930232556
2012-01,Kampung Tok Kaya,Kuala Terengganu,Terengganu,,,,,,,,,,,48.51086956521739
2012-01,Kapit,Kapit,Sarawak,,,,,,,,,,,26.043956043956044
2012-01,Kemaman,Kemaman,Terengganu,,,,,,,,,,,49.4
2012-01,Kota Sentosa,Kuching,Sarawak,26.06186953597848,1005.4193140551446,23.800268997982513,88.12911903160726,7.582470669427191,39.75,26.06186953597848,0.0,27.90652320107599,8.06359945872801,
2012-01,Kuah,Langkawi,Kedah,,,,,,,,,,,30.49425287356322
2012-01,Kuala Nerus,Kuala Terengganu,Terengganu,26.804347826086957,1009.5468405797101,23.755072463768116,83.81159420289855,10.212166172106825,41.142857142857146,26.804347826086957,0.0,29.23768115942029,8.889855072463767,
2012-01,Kuantan,Kuantan,Pahang,25.483965014577258,1007.6323177842565,23.5,89.36297376093295,7.770769230769231,32.0,25.483965014577258,0.0,27.03206997084548,8.078635014836795,
2012-01,Kuching,Kuching,Sarawak,,,,,,,,,,,31.380434782608695
2012-01,Kudat,Kudat,Sabah,26.78640776699029,1008.408377253814,24.477115117891817,87.59223300970874,8.970752089136491,48.5,26.78640776699029,0.0,29.561719833564492,8.848611111111111,
2012-01,Limbang,Limbang,Sarawak,,,,,,,,,,,24.967032967032967
2012-01,Mersing,Mersing,Johor,26.177745664739884,,23.471098265895954,85.34104046242774,13.791304347826086,42.83783783783784,26.177745664739884,0.0,28.24277456647399,8.628776978417266,
2012-01,Paka,Dungun,Terengganu,,,,,,,,,,,26.31111111111111
2012-01,Pegoh Ipoh,Ipoh,Perak,,,,,,,,,,,43.98850574712644
2012-01,Pekan Sitiawan,Sitiawan,Perak,27.282828282828284,1008.0178354978354,23.913419913419915,82.87878787878788,5.4958123953098825,,27.282828282828284,0.0,29.949494949494948,8.830924855491329,
2012-01,Pelabuhan Klang,Klang,Selangor,,,,,,,,,,,49.05434782608695
2012-01,Permyjaya,Miri,Sarawak,,,,,,,,,,,15.087912087912088
2012-01,Petaling,Shah Alam,Selangor,28.502024291497975,1005.7866801619432,24.657219973009447,80.86234817813765,6.1443932411674345,45.666666666666664,28.502024291497975,0.0,32.54790823211876,8.271870794078062,
2012-01,Piasau,Miri,Sarawak,,,,,,,,,,,28.52747252747253
2012-01,Port Dickson,Port Dickson,Negeri Sembilan,,,,,,,,,,,48.31521739130435
2012-01,Presint 18,Putrajaya,Putrajaya,,,,,,,,,,,33.48351648351648
2012-01,Putatan,Kota Kinabalu,Sabah,,,,,,,,,,,42.52439024390244
2012-01,Sabak,Kota Bharu,Kelantan,26.07871720116618,1009.413192419825,23.293002915451893,84.9460641399417,11.97456279809221,51.0,26.07871720116618,0.0,27.893586005830905,8.30058651026393,
2012-01,Sabu,Sri Aman,Sarawak,26.319888734353267,1006.7193324061195,24.333796940194716,89.71488178025035,4.352657004830918,28.0,26.319888734353267,0.0,28.803894297635605,8.845618915159944,
2012-01,Samarahan,Kota Samarahan,Sarawak,,,,,,,,,,,41.40909090909091
2012-01,Sandakan,Sandakan,Sabah,26.473389355742295,1007.4533893557424,24.295518207282914,88.26890756302521,7.957290132547865,42.0,26.473389355742295,0.0,28.837535014005603,8.430379746835444,
2012-01,Seberang Jaya,Seberang Perai,Pulau Pinang,,,,,,,,,,,46.369565217391305
2012-01,Sepang,Sepang,Kuala Lumpur,27.274377942165433,1006.9325823806322,23.65635507733692,81.48554135843982,8.0,37.666666666666664,27.274377942165433,0.0,29.94351042367182,8.854068594485542,
2012-01,Seri Manjung,Manjung,Perak,,,,,,,,,,,36.19101123595506
2012-01,Sibu,Sibu,Sarawak,,,,,,,,,,,28.83695652173913
2012-01,Sibu Jaya,Sibu,Sarawak,26.142657342657344,1007.2683916083917,23.682517482517483,87.18741258741258,5.802650957290132,38.0,26.142657342657344,0.0,28.08251748251748,8.843137254901961,
2012-01,Sri Aman,Sri Aman,Sarawak,,,,,,,,,,,23.530864197530864
2012-01,Sungai Puyu,Seberang Perai,Pulau Pinang,27.550218340611355,1008.4682387190683,23.129548762736537,77.8136826783115,8.746223564954683,37.0,27.550218340611355,0.0,30.048034934497817,8.604075691411936,
2012-01,Taman Bakti,Bandaraya Melaka,Melaka,,,,,,,,,,,38.41304347826087
2012-01,Taman Bukit Rambai,Bandaraya Melaka,Melaka,,,,,,,,,,,51.06521739130435
2012-01,Taman Desa Mutiara,Kota Setar,Kedah,27.154744525547446,1008.7606569343064,22.811678832116787,78.41313868613139,6.918181818181818,24.0,27.154744525547446,0.0,29.23941605839416,8.897810218978103,
2012-01,Taman Embun,Kangar,Perlis,,,,,,,,,,,30.886363636363637
2012-01,Taman Mawar,Pasir Gudang,Johor,,,,,,,,,,,38.644444444444446
2012-01,Taman Nilam,Sungai Petani,Kedah,,,,,,,,,,,37.505494505494504
2012-01,Taman Raja Ekram,Ipoh,Perak,26.94759825327511,1004.8374381368269,23.074235807860262,80.42940320232897,6.922077922077922,30.5,26.94759825327511,0.0,29.106259097525474,8.879008746355685,
2012-01,Taman Semarak,Nilai,Negeri Sembilan,,,,,,,,,,,50.359550561797754
2012-01,Taman Sungai Abong,Muar,Johor,,,,,,,,,,,39.619565217391305
2012-01,Taman TTDI Jaya,Shah Alam,Selangor,,,,,,,,,,,47.12643678160919
2012-01,Tanah Merah,Tanah Merah,Kelantan,,,,,,,,,,,49.880434782608695
2012-01,Tanjong Malim,Tanjong Malim,Perak,,,,,,,,,,,29.21978021978022
2012-01,Tanjung Aru,Kota Kinabalu,Sabah,27.20107599193006,1007.5713180901143,23.90316072629455,82.67787491593813,6.495238095238095,,27.20107599193006,0.0,30.27236045729657,8.923335574983188,
2012-01,Tasek Ipoh,Ipoh,Perak,,,,,,,,,,,37.31818181818182
2012-01,Tawau,Tawau,Sabah,26.419444444444444,1006.3632916666668,23.4875,84.39583333333333,5.8614008941877795,,26.419444444444444,0.0,28.795549374130736,8.983333333333333,39.92307692307692
2012-02,Ampangan,Seremban,Negeri Sembilan,,,,,,,,,,,34.89411764705882
2012-02,Balok Baru Kuantan,Kuantan,Pahang,,,,,,,,,,,51.98809523809524
2012-02,Bandar Baru Kuala Selangor,Kuala Selangor,Selangor,,,,,,,,,,,36.88461538461539
2012-02,Bandar Indera Mahkota,Kuantan,Pahang,,,,,,,,,,,37.395348837209305
2012-02,Bandar Penawar,Kota Tinggi,Johor,,,,,,,,,,,39.81609195402299
2012-02,Bandar Putra Kulai,Kulai,Johor,26.436781609195403,1003.6620114942529,24.04741379310345,87.55747126436782,7.809433962264151,,26.436781609195403,0.0,28.801724137931036,8.797413793103448,
2012-02,Bandar Victoria,Labuan,Labuan,27.562408223201174,1004.4061820851689,24.73568281938326,85.0367107195301,8.361769352290679,37.0,27.562408223201174,0.0,31.25697503671072,8.831130690161528,
2012-02,Batu 3,Sandakan,Sabah,,,,,,,,,,,31.127906976744185
2012-02,Batu Maung,Bayan Lepas,Pulau Pinang,27.996405463695183,1007.992983465133,24.50611071171819,81.94608195542774,9.128767123287671,35.0,27.996405463695183,0.0,31.79511143062545,8.478073328540619,
2012-02,Batu Muda,Kuala Lumpur,Kuala Lumpur,,,,,,,,,,,38.88095238095238
2012-02,Bintulu,Bintulu,Sarawak,26.445588235294117,1007.4946323529412,23.798529411764704,86.15441176470588,6.542113323124043,,26.445588235294117,0.0,28.61911764705882,8.782032400589102,31.511904761904763
2012-02,Bukit Changgang,Banting,Selangor,,,,,,,,,,,46.03529411764706
2012-02,Bukit Minyak,Bukit Mertajam,Pulau Pinang,,,,,,,,,,,43.917808219178085
2012-02,Cheras,Kuala Lumpur,Kuala Lumpur,,,,,,,,,,,48.925925925925924
2012-02,Durian Tunggal,Alor Gajah,Melaka,27.20262390670554,1007.5805393586006,24.120991253644316,84.04373177842565,8.309171597633137,36.0,27.20262390670554,0.0,30.08600583090379,8.89941690962099,
2012-02,Gelugor,Timur Laut,Pulau Pinang,,,,,,,,,,,31.38372093023256
2012-02,Jalan Airport,Miri,Sarawak,26.701908957415565,1005.4314243759178,24.130690161527166,86.431718061674,8.15922619047619,,26.701908957415565,0.0,29.111600587371512,8.920704845814978,
2012-02,Jalan Sentral,Sarikei,Sarawak,,,,,,,,,,,37.827586206896555
2012-02,Jerantut,Jerantut,Pahang,,,,,,,,,,,23.88372093023256
2012-02,Kampung Batin,Alor Setar,Kedah,,,,,,,,,,,34.64705882352941
2012-02,Kampung Datok Onn Larkin,Larkin,Johor,,,,,,,,,,,37.333333333333336
2012-02,Kampung Pak Dollah,Taiping,Perak,,,,,,,,,,,46.2112676056338
2012-02,Kampung Pantai,Labuan,Labuan,,,,,,,,,,,33.229885057471265
2012-02,Kampung Paya Mempelam,Langkawi,Kedah,28.575801749271136,1007.2914431486879,24.354227405247812,78.43002915451895,8.095447870778267,30.0,28.575801749271136,0.0,32.84402332361516,8.839650145772595,
2012-02,Kampung Ria,Keningau,Sabah,,,,,,,,,,,29.735632183908045
2012-02,Kampung Sungai Kayu Ara,Petaling Jaya,Selangor,,,,,,,,,,,45.529411764705884
2012-02,Kampung Tok Kaya,Kuala Terengganu,Terengganu,,,,,,,,,,,52.14942528735632
2012-02,Kapit,Kapit,Sarawak,,,,,,,,,,,24.535211267605632
2012-02,Kemaman,Kemaman,Terengganu,,,,,,,,,,,48.96511627906977
2012-02,Kota Sentosa,Kuching,Sarawak,25.942528735632184,1005.4504310344828,23.732758620689655,88.39224137931035,6.5621703089675965,42.0,25.942528735632184,0.0,27.68462643678161,8.530259365994237,
2012-02,Kuah,Langkawi,Kedah,,,,,,,,,,,39.604651162790695
2012-02,Kuala Nerus,Kuala Terengganu,Terengganu,27.545189504373177,1008.6856268221574,24.138483965014576,82.24052478134111,8.04135893648449,30.0,27.545189504373177,0.0,30.803206997084548,8.959183673469388,
2012-02,Kuantan,Kuantan,Pahang,26.437956204379564,1006.8492846715328,23.919708029197082,86.67445255474452,7.474474474474475,35.0,26.437956204379564,0.0,28.71970802919708,8.63065693430657,
2012-02,Kuching,Kuching,Sarawak,,,,,,,,,,,31.942528735632184
2012-02,Kudat,Kudat,Sabah,26.8379970544919,1008.0346980854197,24.407952871870396,87.07511045655376,8.169616519174042,,26.8379970544919,0.0,29.615611192930782,8.907216494845361,
2012-02,Limbang,Limbang,Sarawak,,,,,,,,,,,23.555555555555557
2012-02,Mersing,Mersing,Johor,26.894736842105264,,23.61842105263158,82.63450292397661,12.267254038179148,39.285714285714285,26.894736842105264,0.0,29.54824561403509,8.874084919472914,
2012-02,Paka,Dungun,Terengganu,,,,,,,,,,,34.87356321839081
2012-02,Pegoh Ipoh,Ipoh,Perak,,,,,,,,,,,45.82142857142857
2012-02,Pekan Sitiawan,Sitiawan,Perak,27.359649122807017,1007.2848099415204,24.114035087719298,83.4342105263158,5.87958115183246,33.333333333333336,27.359649122807017,0.0,30.204678362573098,8.755847953216374,
2012-02,Pelabuhan Klang,Klang,Selangor,,,,,,,,,,,51.72093023255814
2012-02,Permyjaya,Miri,Sarawak,,,,,,,,,,,14.5
2012-02,Petaling,Shah Alam,Selangor,28.179597701149426,1005.0444252873563,24.74137931034483,82.80316091954023,6.069551777434312,35.0,28.179597701149426,0.0,31.900862068965516,8.12212643678161,
2012-02,Piasau,Miri,Sarawak,,,,,,,,,,,29.678571428571427
2012-02,Port Dickson,Port Dickson,Negeri Sembilan,,,,,,,,,,,48.827586206896555
2012-02,Presint 18,Putrajaya,Putrajaya,,,,,,,,,,,34.49425287356322
2012-02,Putatan,Kota Kinabalu,Sabah,,,,,,,,,,,40.16470588235294
2012-02,Sabak,Kota Bharu,Kelantan,26.985401459854014,1008.4936204379562,23.623357664233577,82.21751824817518,12.3322528363047,41.0,26.985401459854014,0.0,29.642335766423358,8.706569343065693,
2012-02,Sabu,Sri Aman,Sarawak,26.198529411764707,1006.8263382352942,24.263235294117646,89.93088235294118,4.340567612687813,40.0,26.198529411764707,0.0,28.428360413589363,8.91470588235294,
2012-02,Samarahan,Kota Samarahan,Sarawak,,,,,,,,,,,42.68055555555556
