state,year_month,landings,temperature,pressure,dew_point,humidity,wind_speed,gust,wind_chill,uv_index,feels_like_temperature,visibility,pollutant_value
Selangor,2022-06,15781,27.324237137505246,1010.6287962536923,24.32778807200998,85.1266506591879,1.338820642945255,6.023891431979664,27.327484328547193,1.5970254814324698,30.96286472148541,8.783819628647215,56.14175423741819
Selangor,2022-07,14049,28.087583188049322,1009.9763780104644,24.224520833502833,81.1175342750467,1.560873510900638,5.44884853034622,28.087583188049322,1.5882843643263052,32.46143958868895,8.872750642673521,63.96036182177729
Selangor,2022-08,14064,27.47821426119986,1012.3415246263861,23.854703018984022,82.1860807546387,1.4394291667663544,6.186933855294647,27.47821426119986,1.6318931980621567,30.643765903307887,8.804071246819339,59.18828959508854
Selangor,2022-09,12668,27.617239832084568,1012.928978876969,23.796078701952148,80.44896942289778,1.3682942288375723,4.479978230535349,27.617239832084568,1.6345245194273634,30.53846153846154,8.846153846153847,59.63775674819232
Selangor,2022-10,12144,27.282350727076135,1013.5258258128047,23.926490119045287,83.24239409218636,1.500831751719717,6.114377183868471,27.282350727076135,1.601359295131789,30.274007682458382,8.733674775928296,57.40239417989418
Selangor,2022-11,12425,27.32860728205112,1013.5967097782531,24.087865837437548,83.78094536222683,0.7233074313375468,0.8262333171198835,27.32860728205112,1.0662595678486422,29.88101265822785,8.348542458808618,55.852064327062244
Selangor,2022-12,12646,26.847083421726786,1014.2159522638594,23.610592334928164,83.94775380495604,0.8278363485166029,1.0634286739513121,26.848566289697526,1.1993516527728778,28.78266331658292,8.49433962264151,55.955237878973044
Selangor,2023-01,10491,26.877966231991888,1013.972620632112,23.420494704244852,82.85162209767888,0.8679438645466012,1.101075095257607,26.877966231991888,1.1328574378031366,29.291348600508904,8.694656488549619,58.76668329700245
Selangor,2023-02,10372,27.239344321628312,1014.6832714289366,23.549401270416627,81.9601863355194,0.9954156669521744,1.277407619902922,27.239344321628312,1.3170286458992395,29.37955182072829,8.76577840112202,58.148511904761904
Selangor,2023-03,10310,27.90941609669356,1012.8114905707598,23.634770829877073,79.44251397780495,0.8871279806380327,1.0801853248984565,27.90941609669356,1.4399406654918674,30.06553398058253,8.527912621359222,59.24112903225806
Selangor,2023-04,9811,28.218291050754967,1009.5000330467116,24.865467789530857,76.75438570851948,1.0452422201343616,1.6105400722751075,28.218291050754967,1.4682869541644206,32.04755944931164,8.44305381727159,69.16239633705577
Selangor,2023-05,9151,29.251210459142413,1012.0262450043701,23.129170006134245,74.82676895916585,1.2227062795181807,1.8471316080702684,29.251210459142413,1.783816558226618,33.6760391198044,8.731051344743276,63.25426601215522
Selangor,2023-06,9134,28.843351789096733,1011.689892158428,24.859059246879966,75.19325900431919,1.1403806355836124,1.7265672536679664,28.843351789096733,1.577189523943083,33.318059299191376,8.761455525606468,68.12199074074074
Selangor,2023-07,9486,28.39138101811638,1012.2956176605159,24.577376879266406,76.09778740550263,1.502552812110495,2.42499871024748,28.39138101811638,1.4729735493392744,31.975324675324675,8.731168831168832,61.90471732586578
Selangor,2023-08,9977,27.890450669278447,1013.1106564412003,24.576428897264567,77.67430144945978,2.9943304718233685,3.5524727994781835,27.890450669278447,1.442290338081103,31.535,8.5875,66.2490098813838
Selangor,2023-09,9934,28.13854837524909,1012.4997791220643,24.4820256565338,76.28788960180556,2.5438050282594715,3.193024051382607,28.13854837524909,1.5072109761452788,31.635006784260515,8.59158751696065,72.58448609118444
Selangor,2023-10,10573,27.788746588472204,1012.9828490543587,24.741696862607032,79.29023736335938,2.727776058635939,3.258145626056363,27.789272205029782,1.5793523988646803,31.05939393939394,7.890909090909091,80.34856630824373
Selangor,2023-11,10432,27.673702562634844,1010.9522390081067,24.973133468889515,80.41141446187986,2.6904151870678383,3.202259974246204,27.67422364252555,1.242654990694126,31.380392156862744,8.484927916120578,56.58656143692017
Selangor,2023-12,10922,27.35829257362633,1015.1558574600689,25.025892605259816,82.37322838992401,2.672368660223833,3.199071462083459,27.361709418920213,1.528656594002847,30.827040194884287,8.34920634920635,56.127145438121055
Terengganu,2018-01,1977,26.139020794537554,1007.6928553693358,23.88168839230292,87.90253724394785,6.8555788330229674,37.24663199936365,26.139020794537554,1.6670934202358785,27.99520484171322,8.289332826347657,19.365524669716518
